"","entityIso","entityName.x","dataYear","Active mobile-broadband subscriptions per 100 people","Data and voice mobile-broadband subscriptions per 100 people","Fixed-broadband subscriptions per 100 people","At least 3G %","At least LTE/WiMAX %","Active mobile-broadband subscriptions count","At least 2G %","256 kbit/s to less than 2 Mbit/s count","256 kbit/s to less than 2 Mbit/s % fixed broadband subscriptions","256 kbit/s to less than 2 Mbit/s per 100 people","2 Mbit/s to less than 10 Mbit/s count","2 Mbit/s to less than 10 Mbit/s per 100 people","Fixed-broadband subscriptions count","Equal to or above 10 Mbit/s count","Equal to or above 10 Mbit/s per 100 people","Satellite broadband count","Terrestrial fixed wireless count","Fibre-to-the-home/building count","Other fixed broadband count","Households with Internet access at home %","DSL  count","Data and voice mobile-broadband subscriptions count","Data-only mobile-broadband subscriptions count","Active subscriptions to LTE/WiMAX mobile-broadband networks count","Cable modem count","10 Mbit/s to less than 30 Mbit/s count","30 Mbit/s to less than 100 Mbit/s count","Equal to or above 100 Mbit/s count","Equal to or above 10 Mbit/s % fixed broadband subscriptions","2 Mbit/s to less than 10 Mbit/s % fixed broadband subscriptions","At least 5G %","entityName.y","Female %","Male %","Individuals using the Internet %","entityName","Full-time equivalent telecommunication employees  per 1000 main lines","Annual foreign investment in telecommunications LCU","Full-time equivalent telecommunication employees  count","Full-time equivalent telecommunication employees  female","Revenue from all telecommunication services USD","Annual investment in telecommunication services USD","Revenue from all telecommunication services per employee","Annual investment in telecommunication services As % of revenues","Individuals with basic ICT skills in safety","Individuals with above basic ICT skills in safety","Individuals with basic ICT skills in information and data literacy","Individuals with above basic ICT skills in information and data literacy","Individuals with basic ICT skills in digital content creation","Individuals with above basic ICT skills in digital content creation","Individuals with basic skills in communication and collaboration","Individuals with above basic ICT skills in communication and collaboration","Individuals with basic ICT skills in problem solving","Individuals with above basic ICT skills in problem solving"
"1271","BIH","Bosnia and Herzegovina",2024,69.4374,68.8351,29.3909,98,98,2197180,100,20509,2.20526,0.648147,101898,3.22029,930003,807596,25.5225,7,69175,134312,16,84.1933,451776,2178120,19058,1924320,274717,198745,380929,227922,86.838,NA,NA,"Bosnia and Herzegovina",84.716,87.3019,86.1009,"Bosnia and Herzegovina",18.707,0,10907,4638,729138000,143640000,66850.4,19.6999,9.45864,6.89933,9.01895,68.1107,NA,NA,13.4099,71.5411,NA,NA
"1272","BLR","Belarus",2024,107.55,96.4935,36.2627,99.9,99,9740490,99.9,2043,0.0622069,0.0225579,566477,6.25479,3284200,2715680,29.9854,NA,NA,2158120,502216,94.0647,563007,8739120,521887,7104170,60858,451799,495726,1768160,82.6893,NA,0,"Belarus",94.6534,93.6995,94.2618,"Belarus",NA,NA,NA,NA,1414590000,287902000,NA,20.3524,14.1404,36.1751,13.0083,74.0169,27.8612,25.6072,3.34548,88.5255,16.0145,58.2033
"1273","BLZ","Belize",2023,43.8087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belize",NA,NA,72.3595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","BMU","Bermuda",2023,75.3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","BMU","Bermuda",2024,79.086,75.7983,51.3027,99.85,99.85,51118,99.85,1,0.00301568,0.00154713,1506,2.32997,33160,30760,47.5896,0,743,12751,NA,NA,380,48993,2125,21936,19285,1206,4321,26244,92.7624,NA,99.7,NA,NA,NA,NA,"Bermuda",10.8954,0,307,90,214667000,24049100,699241,11.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","BOL","Bolivia (Plurinational State of)",2023,91.8462,NA,11.1529,NA,NA,NA,99,NA,NA,NA,NA,NA,1365580,NA,NA,2481,16699,1255930,2875,56.7948,42931,NA,NA,NA,44672,NA,NA,NA,NA,NA,NA,"Bolivia (Plurinational State of)",NA,NA,70.2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","BOL","Bolivia (Plurinational State of)",2024,90.6582,8.93844,12.0711,95,86,11253700,99,NA,NA,NA,NA,NA,1498430,NA,NA,1936,10810,1404890,453,NA,47572,1109560,20467,1138070,32769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia (Plurinational State of)",17.841,514310000,6582,NA,1401250000,212480000,212892,15.1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","BRA","Brazil",2024,98.9238,NA,24.0792,92.65,91.16,209717000,92.73,138581,0.271474,0.0653688,866676,0.408812,51047600,50042300,23.605,538490,1542980,39749100,0,83.4368,760428,NA,NA,162913000,8456570,1612710,4293850,44135700,98.0307,NA,62.98,"Brazil",83.7948,85.1736,84.4635,"Brazil",NA,NA,NA,NA,18895800000,3256890000,NA,17.2361,19.7648,26.3218,14.0642,53.1967,19.0232,34.2573,16.2679,62.3794,14.8699,43.9384
"1279","BRB","Barbados",2023,62.2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbados",NA,NA,79.9923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","BRN","Brunei Darussalam",2024,119.07,118.13,21.1771,99.07,99.04,550961,99.07,1,0.0010205,0.000216113,146,0.0315525,97991,97844,21.1454,NA,NA,97449,478,NA,64,546612,4349,379575,NA,396,83,97365,99.85,NA,95.44,NA,NA,NA,NA,"Brunei Darussalam",9.35483,NA,1200,567,NA,68205100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","BTN","Bhutan",2024,NA,NA,2.92069,97,97,NA,98,2540,10.9871,0.3209,19938,2.51894,23118,350,0.0442185,NA,0,2790,69,NA,NA,NA,NA,NA,0,215,40,35,1.51397,NA,60,NA,NA,NA,NA,"Bhutan",NA,0,1053,292,109.306,36.9618,0.103805,33.8149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","BWA","Botswana",2024,135.088,75.0086,7.44096,98,93,3405750,99,NA,NA,NA,160797,6.37795,187597,18178,0.721023,921,173387,1356,173,NA,11760,1891070,1514680,3405750,NA,7905,655,62,9.68992,NA,47,NA,NA,NA,NA,"Botswana",21.5071,0,1789,NA,289031000,46530200,161560,16.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","CAF","Central African Rep.",2023,5.3043,NA,NA,59.5959,0.3,NA,59.5959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","CAN","Canada",2024,86.9096,86.5574,42.5238,99.7,99.5,34540000,99.7,NA,NA,NA,4e+05,1.00648,16900000,16500000,41.5173,NA,1200000,5500000,1e+05,NA,2e+06,34400000,140000,NA,8e+06,2e+06,3850000,10650000,97.6331,NA,94.3,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,41282100000,10223800000,NA,24.7656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","CHE","Switzerland",2024,114.602,NA,47.0198,100,100,10224800,100,0,0,0,0,0,4195100,4195100,47.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","CHL","Chile",2024,108.782,103.302,23.7314,98,96,21500400,99,4242,0.0904389,0.0214624,15560,0.0787259,4690460,4670660,23.6312,NA,122840,3398010,5593,NA,14167,20417400,1083070,15692900,1149850,47049,98022,4525590,99.5778,NA,87,NA,NA,NA,NA,"Chile",14.949,NA,25959,NA,NA,1041530000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","CHN","China",2024,131.754,131.739,47.1934,100,100,1870010000,100,104339,0.015577,0.00735133,8865960,0.624662,669826000,660856000,46.5614,48,NA,645919000,20772700,NA,3134400,1869800000,206700,1215690000,NA,2222090,22940200,635693000,98.6608,NA,96,"China",NA,NA,92,"China",6.03876,NA,1005490,431614,2.41957e+11,53601900000,240635,22.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","CIV","Côte d'Ivoire",2024,108.045,104.619,1.60153,98.3,93.7,34503300,98.9,NA,NA,NA,NA,NA,511437,NA,NA,762,118,344874,165487,NA,196,33409400,1093920,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Côte d'Ivoire",12.1168,NA,2965,1002,2035350000,420922000,686457,20.6806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","CMR","Cameroon",2024,17.4355,17.4355,NA,NA,NA,5077860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5077860,NA,5077860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cameroon",45.9804,NA,3104,1064,1282150000,241148000,413062,18.8082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","COD","Dem. Rep. of the Congo",2023,28.3431,28.3179,0.0219936,55,45,29984100,75,23267,100,0.0219936,NA,NA,23267,NA,NA,NA,NA,NA,NA,38.4939,NA,29957400,26663,NA,NA,NA,NA,NA,NA,NA,NA,"Dem. Rep. of the Congo",NA,NA,30.548,"Dem. Rep. of the Congo",NA,NA,1550,341,2616970000,458213000,1688370,17.5093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","COG","Congo (Rep. of the)",2024,59.3245,NA,NA,NA,NA,3757000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","COL","Colombia",2024,92.9547,92.1281,17.2244,100,100,49160300,100,13814,0.151646,0.0261202,335374,0.634141,9109370,8760180,16.5642,88294,206564,4567720,19741,NA,134700,48723200,437157,41540900,4092350,606288,724024,7429870,96.1667,NA,2.28,NA,NA,NA,NA,"Colombia",NA,NA,NA,NA,6495990000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","CPV","Cabo Verde",2024,95.1307,90.1143,8.30537,95.26,88.48,499319,99.34,NA,NA,NA,NA,NA,43593,43593,8.30537,NA,7366,13603,NA,NA,22624,472989,26330,331701,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,"Cabo Verde",11.0941,0,680,213,82863900,19593300,121859,23.6451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","CRI","Costa Rica",2024,103.62,100.911,23.2877,95,95,5315600,95,4271,0.357514,0.0832568,35812,0.698102,1194640,1154560,22.5063,20172,7956,650295,4348,NA,34693,5176660,138935,NA,477174,243647,335632,575276,96.6448,NA,0,NA,NA,NA,NA,"Costa Rica",16.3025,25262300000,9952,3707,1819670000,253205000,182845,13.9149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","CUB","Cuba",2024,52.4469,NA,3.08298,74.67,50.19,5758560,87.54,212901,62.8947,1.93903,121152,1.10341,338504,4451,0.0405381,NA,NA,NA,NA,NA,NA,NA,NA,5015760,NA,2984,982,485,1.3149,NA,0,NA,NA,NA,NA,"Cuba",11.5216,NA,18328,8044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","CUW","Curacao",2023,53.7139,NA,31.5127,99,99,NA,100,0,0,0,193,0.104084,58433,58240,31.4086,0,3271,9919,0,NA,5650,NA,NA,NA,37474,5618,23411,29211,99.6697,NA,0,NA,NA,NA,NA,"Curacao",7.67825,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","CZE","Czech Republic",2024,107.816,105.065,38.8656,99.8,99.8,11575000,99.9,1497,0.0358773,0.0139439,72544,0.675717,4172560,4098520,38.176,8225,1603670,954822,9898,89.0639,993247,11279600,295358,6906920,602695,654653,1229970,2213900,98.2255,NA,98.6,"Czech Republic",87.3604,88.0524,87.6878,"Czech Republic",17.9067,NA,20740.9,NA,3662300000,1007760000,176573,27.5171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","DEU","Germany",2024,97.4995,93.7988,45.6069,99.97,99.97,82438000,99.97,139928,0.362868,0.165493,672000,0.794775,38561700,37749700,44.6467,83076,7081,5294600,1075870,92.649,23606800,79309000,3129000,49813000,8494290,5092620,11176700,21480400,97.8945,NA,98,"Germany",92.9785,94.0199,93.5,"Germany",3.32552,NA,127700,NA,50233300000,16560400000,393369,32.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","DMA","Dominica",2023,83.1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominica",NA,NA,83.8255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","DNK","Denmark",2024,146.944,125.747,43.3933,100,100,8783430,100,0,0,0,0,0,2593800,2543220,42.5472,909,13560,1511040,23948,96.9151,253975,7516440,1266990,1601420,790369,170779,176166,2196280,98.05,NA,100,"Denmark",99.8625,99.6764,99.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","DOM","Dominican Rep.",2024,76.069,0,11.2046,98.7,97.6,8692830,99.5,39441,3.08035,0.345139,312935,2.73842,1280410,927702,8.11811,49562,113943,729411,3569,58.3192,199247,0,0,6004770,184676,363563,428843,135296,72.4536,NA,61.9,"Dominican Rep.",91.2981,90.6907,91.0022,"Dominican Rep.",7.74528,NA,8902,3018,4758170000,306026000,534506,6.43159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","DZA","Algeria",2024,109.626,105.572,13.3173,NA,NA,51320800,NA,5852,0.0938662,0.0125005,9183,0.0196158,6234410,6219370,13.2852,2689,1879780,1700730,19545,NA,2631680,49422700,1898110,47298500,0,5633210,277529,308634,99.7588,NA,0,NA,NA,NA,NA,"Algeria",5.36404,0,37182,13381,3682510000,692665000,99040.2,18.8096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","ECU","Ecuador",2024,64.7081,58.2344,17.2464,96.73,95.93,11735100,97.04,99635,3.18555,0.549393,178750,0.985637,3127720,2849330,15.7114,NA,85805,2760800,NA,65.9755,50084,10561100,1174040,NA,231026,NA,NA,NA,91.0994,NA,10.49,"Ecuador",78.153,76.1506,77.1727,"Ecuador",17.4407,NA,21249,6055,2244730000,NA,105639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","EGY","Egypt",2024,75.0178,72.2815,11.6871,99.8,98,87424500,99.87,7.27,5.33775e-05,6.23829e-06,18.55,1.59175e-05,13620000,13619900,11.6871,802,3123,1990000,0,NA,11626000,84235600,3188820,65810600,0,NA,13619900,NA,99.9998,NA,0,NA,NA,NA,NA,"Egypt",4.445,NA,58897,15537,5136360000,1121940000,87209.3,21.8431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","ERI","Eritrea",2023,31.5008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",NA,NA,20.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","ESP","Spain",2024,115.824,114.327,39.2338,NA,NA,55491800,NA,843,0.00448473,0.00175953,7656,0.0159798,18797100,18788600,39.216,15356,612341,16783400,5,96.8311,89010,54774600,717247,49081600,1296990,569575,54829,18164200,99.9548,NA,NA,"Spain",96.1585,95.3514,95.7575,"Spain",2.30569,NA,42029,NA,17816300000,6075430000,423905,34.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","EST","Estonia",2024,195.273,139.833,35.3527,100,99,2656780,100,NA,NA,NA,17547,1.2897,480990,463443,34.063,NA,3838,253130,2802,92.8946,73503,1902490,754287,1411900,72515,79519,170920,213004,96.3519,NA,95,"Estonia",92.9141,91.563,92.238,"Estonia",18.3097,NA,4164,NA,470406000,NA,112970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","ETH","Ethiopia",2023,31.6411,30.218,0.534823,98.35,35,40719500,99.19,1469,0.213433,0.00114149,652576,0.507085,688273,34228,0.0265969,38,18364,122197,NA,NA,547674,38888100,1831410,18991500,NA,24811,6934,2483,4.97303,NA,0.01,NA,NA,NA,NA,"Ethiopia",48.9796,86768900000,40854,5544,1375410000,1812080000,33666.5,131.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","ETH","Ethiopia",2024,38.6054,37.1985,0.593917,98.8,44,50982200,99.23,1314,0.167532,0.000995004,747276,0.565862,784326,35736,0.0270605,28,22016,204044,NA,NA,558237,49124200,1857980,31264100,NA,24065,8352,3319,4.55627,NA,0.02,NA,NA,NA,NA,"Ethiopia",53.0175,54221800000,40592,5442,NA,NA,NA,49.3618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","FIN","Finland",2024,157.371,120.52,36.4765,99.99,99.99,8840000,99.99,NA,NA,NA,10000,0.178021,2049000,2039000,36.2985,NA,NA,1672000,61000,NA,52000,6770000,2070000,NA,264000,599000,340000,1100000,99.512,NA,99.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","FJI","Fiji",2023,144.679,NA,1.82947,NA,NA,NA,94,1227,7.25735,0.132771,5220,0.564846,16907,10460,1.13186,NA,NA,NA,NA,80.0369,NA,NA,NA,NA,NA,NA,NA,NA,61.8679,NA,0,"Fiji",NA,NA,79.3485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","FJI","Fiji",2024,143.935,NA,1.8001,93,85,1336850,94,1220,7.29709,0.131355,5814,0.62598,16719,9685,1.04276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9281,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","FRA","France",2024,112.214,NA,48.9252,NA,NA,74677000,NA,NA,NA,NA,NA,NA,32559000,NA,NA,NA,NA,NA,NA,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France",88.0992,89.2591,88.6538,"France",NA,NA,NA,NA,36095200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","FRO","Faroe Islands",2023,102.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","GAB","Gabon",2023,89.3374,89.3374,3.97293,98,98,2219850,99,20,0.0202595,0.000804897,660,0.0265616,98719,98039,3.94557,NA,NA,98018,NA,77.9148,660,2219850,0,NA,NA,98039,NA,NA,99.3112,NA,NA,"Gabon",NA,NA,71.9256,"Gabon",12.9406,NA,706,264,397888000,NA,563580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","GAB","Gabon",2024,85.6989,85.6989,4.6941,98,98,2175850,99,40,0.0335624,0.00157545,54,0.00212686,119181,119087,4.6904,NA,NA,119090,NA,NA,54,2175850,NA,2175850,NA,NA,119087,NA,99.9211,NA,NA,NA,NA,NA,NA,"Gabon",11.5467,NA,775,303,555132000,NA,716299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","GBR","United Kingdom",2024,128.566,121.643,42.1648,99.9,99.9,88888000,99.9,0,0,0,299000,0.432467,29152000,28853000,41.7324,NA,NA,8795000,705000,NA,14382000,84102000,4786000,NA,5269000,1636000,14086000,13131000,98.9743,NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,43406700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","GEO","Georgia",2024,120.824,120.265,30.4158,99.9,99.72,4600600,99.9,2723,0.23512,0.0715136,97411,2.55828,1158130,1058000,27.786,2372,100752,1042640,NA,NA,12369,4579280,21318,4089200,NA,216294,811062,30642,91.3538,NA,0,NA,NA,NA,NA,"Georgia",27.6587,NA,7137,2806,537011000,125010000,75243.2,23.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","GHA","Ghana",2024,65.3731,65.3689,0.664729,99.5,99.3,22506300,99.55,0,0,0,0,0,228849,0,0,7696,NA,221153,NA,NA,NA,22504800,1454,16219000,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","GIB","Gibraltar",2023,102.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","GIN","Guinea",2023,23.0836,NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guinea",NA,NA,26.5014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","GMB","Gambia",2023,84.5076,NA,0.502142,NA,NA,NA,94.97,NA,NA,NA,NA,NA,13547,NA,NA,NA,NA,NA,NA,45.3195,NA,NA,NA,992675,NA,NA,NA,NA,NA,NA,NA,"Gambia",NA,NA,45.9137,"Gambia",55.8833,NA,2444,757,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","GMB","Gambia",2024,90.5683,NA,0.518553,92.8,69.9,2499670,98.5,NA,NA,NA,NA,NA,14312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","GNB","Guinea-Bissau",2024,80.3204,79.2427,0.386081,NA,NA,1768140,NA,3568,41.9814,0.162082,4899,0.222545,8499,32,0.00145365,NA,8499,NA,NA,NA,NA,1744410,23724,793535,NA,NA,NA,NA,0.376515,NA,NA,NA,NA,NA,NA,"Guinea-Bissau",NA,NA,245,53,131395,30998.9,536.306,23.5922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","GNQ","Equatorial Guinea",2023,1.00674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equatorial Guinea",NA,NA,60.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","GRC","Greece",2024,97.2934,92.5739,44.676,99.9,99.9,9775860,99.9,117,0.00260639,0.00116443,1385,0.0137841,4488960,4487460,44.661,19708,4388,639612,113,84.576,3825140,9301650,474209,7426440,0,1586540,1221310,1679610,99.9665,NA,99.6,"Greece",84.694,87.9279,86.2697,"Greece",1.94532,NA,9126,NA,2748870000,576884000,301213,20.9862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","GRD","Grenada",2023,56.6275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.7724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grenada",NA,NA,74.1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","GRL","Greenland",2023,3.21877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","GTM","Guatemala",2024,NA,NA,5.33792,NA,NA,NA,NA,7087,0.721311,0.038503,81310,0.44175,982517,894120,4.85767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243108,452230,198782,91.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","GUY","Guyana",2023,31.6693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,81.7221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","HKG","Hong Kong, China",2024,176.746,167.406,40.2724,99,99,13105600,100,0,0,0,11829,0.15953,2986160,2974330,40.1129,NA,77450,2635360,469,NA,192451,12413000,692590,12380700,80339,204815,40584,2728930,99.6039,NA,99,NA,NA,NA,NA,"Hong Kong, China",5.5655,NA,18395,7098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","HND","Honduras",2024,49.4347,49.4347,4.57915,93,91,5351660,93,24066,4.85471,0.222304,91869,0.848619,495725,379790,3.50822,8543,8454,120548,17365,NA,14191,5351660,NA,3977160,326659,54827,139057,185906,76.613,NA,0,NA,NA,NA,NA,"Honduras",57.6138,NA,26492,12451,1054610000,219599000,39808.7,20.8227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","HRV","Croatia",2024,137.835,121.75,29.5997,99.79,99.74,5341550,100,NA,NA,NA,80360,2.07363,1147090,1066720,27.5259,3805,48597,351621,8308,88.3747,570020,4718210,623342,4292740,164605,282135,243559,541026,92.9939,NA,97.99,"Croatia",81.0761,86.2788,83.6324,"Croatia",7.63058,NA,8416,3267,NA,NA,NA,22.3136,NA,NA,8.26823,71.3399,NA,NA,20.9721,52.5034,20.1679,47.912
"1334","HTI","Haiti",2023,29.2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
